ID	TAGSEQ
EffexorXR.Post53.Sentence3	O O O B-AE I-AE I-AE I-AE O O O O
EffexorXR.Post53.Sentence4	B-AE O B-AE I-AE O B-AE O B-AE O O O O
EffexorXR.Post53.Sentence5	B-AE I-AE I-AE O B-AE I-AE O O
EffexorXR.Post54.Sentence1	B-AE O O
EffexorXR.Post55.Sentence1	B-AE I-AE I-AE I-AE I-AE O O O O
EffexorXR.Post55.Sentence2	O O B-AE I-AE I-AE O
EffexorXR.Post55.Sentence3	O O O O O O O O O O O O O O O
EffexorXR.Post56.Sentence1	B-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O
EffexorXR.Post56.Sentence2	O O O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post56.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post56.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O O O O O O
EffexorXR.Post56.Sentence5	O O O O O O O O O O O O O O O O O O
EffexorXR.Post56.Sentence6	O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post56.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post57.Sentence1	O B-AE I-AE I-AE O
EffexorXR.Post57.Sentence2	O O O O O O O O O O O O O O O O
EffexorXR.Post58.Sentence1	O O O O O O O O O
EffexorXR.Post58.Sentence2	B-AE I-AE O B-AE I-AE I-AE I-AE O O O O O
EffexorXR.Post58.Sentence3	B-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O
EffexorXR.Post58.Sentence4	O O O O O O B-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post58.Sentence5	B-AE I-AE O O
EffexorXR.Post58.Sentence6	O O O O O O O
EffexorXR.Post58.Sentence7	O O O O O
EffexorXR.Post59.Sentence1	B-AE I-AE O B-AE O O O B-AE I-AE O O O O O O B-AE I-AE I-AE O
EffexorXR.Post59.Sentence2	O B-AE I-AE I-AE I-AE O O O O O O O B-AE I-AE I-AE O B-AE I-AE O O O O
EffexorXR.Post59.Sentence3	O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE O O O O
EffexorXR.Post59.Sentence4	O B-AE I-AE I-AE I-AE O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O
EffexorXR.Post59.Sentence5	O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE O
EffexorXR.Post59.Sentence6	O O B-AE O O O O O O O O O O
EffexorXR.Post59.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post59.Sentence8	O O O O
EffexorXR.Post59.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post59.Sentence10	O O O O O O O O
EffexorXR.Post59.Sentence11	O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post60.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE O
EffexorXR.Post60.Sentence2	B-AE I-AE I-AE I-AE I-AE O O
EffexorXR.Post60.Sentence3	B-AE I-AE I-AE I-AE I-AE O O O O B-AE I-AE I-AE I-AE O
EffexorXR.Post60.Sentence4	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE O O O O O B-AE I-AE I-AE O B-AE O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE O O O O O O O O O O O O O B-AE I-AE O O
EffexorXR.Post61.Sentence1	O O O O O O O O O O O B-SSI O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O B-AE I-AE I-AE O
EffexorXR.Post61.Sentence2	O O O O
EffexorXR.Post61.Sentence3	O O O O O O B-AE O
EffexorXR.Post61.Sentence4	O O O O O O O O O O O
EffexorXR.Post61.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post62.Sentence1	B-AE O
EffexorXR.Post62.Sentence2	B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post62.Sentence3	O O O O O O O O O
EffexorXR.Post62.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O O O O O O O O O O O O O O O B-AE I-AE O O O B-AE I-AE I-AE I-AE O O O O O O O O O O O
EffexorXR.Post62.Sentence5	B-AE O B-AE I-AE O B-AE I-AE O B-AE O O
EffexorXR.Post62.Sentence6	O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
EffexorXR.Post62.Sentence7	O O O O O O O O O O O O O O O O O O O O O B-AE O O O O O B-AE I-AE I-AE I-AE O B-AE I-AE I-AE O
EffexorXR.Post62.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post62.Sentence9	O O O O O O O O O O O O O O O O O O
EffexorXR.Post62.Sentence10	O O O O O O O O O O O O O O
EffexorXR.Post62.Sentence11	O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post63.Sentence1	B-AE I-AE I-AE O O O O O O O O O
EffexorXR.Post63.Sentence2	O O B-AE I-AE I-AE O
EffexorXR.Post63.Sentence3	O O O O O O O O O O O O O O O O
EffexorXR.Post64.Sentence1	O O O O O O O O O O O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O
EffexorXR.Post64.Sentence2	O O O O O O O O O O O O O O O O O O O B-AE I-AE O O B-AE I-AE I-AE O
EffexorXR.Post64.Sentence3	O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post64.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post64.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post65.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE O
EffexorXR.Post65.Sentence2	O O O
EffexorXR.Post65.Sentence3	O O O O O O O O O
EffexorXR.Post65.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post65.Sentence5	O O O O O O O O O O O
EffexorXR.Post65.Sentence6	O O O O
EffexorXR.Post66.Sentence1	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post66.Sentence2	B-AE I-AE O B-AE I-AE I-AE I-AE O O O O O O O O B-SSI O
EffexorXR.Post66.Sentence3	O O O O O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O
EffexorXR.Post66.Sentence4	O O O O O O O
EffexorXR.Post66.Sentence5	O O O O O O O O
EffexorXR.Post66.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post66.Sentence7	O O O O O O O O O O O O
EffexorXR.Post67.Sentence1	B-AE I-AE I-AE I-AE O B-SSI O
EffexorXR.Post67.Sentence2	O O O O O B-AE I-AE I-AE O B-AE I-AE O O B-AE I-AE O O O O O O O O O O O O O O O O O O
EffexorXR.Post68.Sentence1	B-AE I-AE O B-AE I-AE I-AE O
EffexorXR.Post68.Sentence2	O O O O B-SSI O O O O B-SSI O O O B-AE I-AE I-AE O
EffexorXR.Post68.Sentence3	B-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post68.Sentence4	O O O O O B-SSI I-SSI O O O O O O O O
EffexorXR.Post68.Sentence5	O O O O O
EffexorXR.Post69.Sentence1	B-AE I-AE O
EffexorXR.Post69.Sentence2	B-AE I-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post69.Sentence3	O O O O O O O O O O O O O O O O O
EffexorXR.Post69.Sentence4	O O O O O O O O O O O O O O O O O O
EffexorXR.Post70.Sentence1	B-AE I-AE O O O B-AE O
EffexorXR.Post71.Sentence1	O O O O O O O O O O
EffexorXR.Post71.Sentence2	O O O O O O O O O O O O O O O
EffexorXR.Post71.Sentence3	O O O O O O O O O O O O B-SSI O O O O O O O O O O
EffexorXR.Post72.Sentence1	B-AE I-AE O B-SSI O
EffexorXR.Post72.Sentence2	O O O O O O
EffexorXR.Post72.Sentence3	O O O O O O O O O O O O O O O O O
EffexorXR.Post72.Sentence4	O O O O O O O O O
EffexorXR.Post72.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post72.Sentence6	O O O O O
EffexorXR.Post72.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post73.Sentence1	B-AE O B-AE I-AE O O O O O O
EffexorXR.Post73.Sentence2	O O O O O O O O O O O O O O O
EffexorXR.Post73.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post73.Sentence4	O O O O O O O O O O O O O O O O O O O
EffexorXR.Post73.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence1	O B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE O
EffexorXR.Post74.Sentence2	O O O O O O O O O O
EffexorXR.Post74.Sentence3	O O O O O O O O O O O O
EffexorXR.Post74.Sentence4	O B-AE I-AE I-AE O O O O B-AE I-AE I-AE O
EffexorXR.Post74.Sentence5	O O O O O O O O O O O
EffexorXR.Post74.Sentence6	O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence7	O O O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence9	O O O O O O O B-SSI O O B-AE I-AE I-AE I-AE O
EffexorXR.Post74.Sentence10	O O O O O O O O O
EffexorXR.Post74.Sentence11	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence12	O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post74.Sentence13	O O O O O O O O O O O O O O
EffexorXR.Post75.Sentence1	O O O O O O O O O O O
EffexorXR.Post75.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE O O O O O O O O O O O O O O O O B-AE I-AE O
EffexorXR.Post75.Sentence3	O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post75.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post75.Sentence5	B-AE B-AE B-AE B-AE I-AE I-AE B-AE
EffexorXR.Post76.Sentence1	O O O O O O B-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post76.Sentence2	O O O O O O O O O O O O O
EffexorXR.Post76.Sentence3	O O O O O O O O O O O O O O O
EffexorXR.Post77.Sentence1	O O O O O O
EffexorXR.Post77.Sentence2	O O O O O O O O O B-SSI O O B-SSI O O O O O O
EffexorXR.Post77.Sentence3	O O O O O O O O
EffexorXR.Post77.Sentence4	O O O O O O B-AE O O O O O O O O O O O O O O O O
EffexorXR.Post77.Sentence5	O O O O O O O O B-AE I-AE O O O O B-AE I-AE I-AE O O O O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE O
EffexorXR.Post77.Sentence6	O O O O O O O O O O
EffexorXR.Post77.Sentence7	O O O O O
EffexorXR.Post77.Sentence8	O O O O
EffexorXR.Post77.Sentence9	O O
EffexorXR.Post77.Sentence10	O O O O
EffexorXR.Post77.Sentence11	O O O O O O O O O O O O O O B-SSI O B-SSI O O O O O O O O O O O O
EffexorXR.Post77.Sentence12	O O O O O O O O O O O O O O O
EffexorXR.Post77.Sentence13	O O O O O O O O O O O O O O O O O O O
EffexorXR.Post77.Sentence14	O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post77.Sentence15	O O O O O O O O O O O
EffexorXR.Post77.Sentence16	O O O O O O O O O O O O O B-AE O B-AE O B-AE I-AE O
EffexorXR.Post78.Sentence1	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O O O O O B-AE O B-AE I-AE I-AE I-AE O B-AE I-AE I-AE O
EffexorXR.Post78.Sentence2	O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence3	O O B-SSI O O O O B-SSI O O O O
EffexorXR.Post78.Sentence4	O O O O O O O O
EffexorXR.Post78.Sentence5	O B-AE I-AE I-AE I-AE O O O O O O
EffexorXR.Post78.Sentence6	O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post78.Sentence7	B-AE I-AE O O O O O O
EffexorXR.Post78.Sentence8	O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
EffexorXR.Post78.Sentence9	B-AE I-AE O O O O O O O O O O O
EffexorXR.Post78.Sentence10	O O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence11	O O O O O
EffexorXR.Post78.Sentence12	O O O O O O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence13	O O O O O O O O O O O O
EffexorXR.Post78.Sentence14	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence15	O O O O O
EffexorXR.Post78.Sentence16	O O O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence17	O O O O O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence18	O O O O O O O O
EffexorXR.Post78.Sentence19	O O O O O O O O O O O O O O
EffexorXR.Post78.Sentence20	O O O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE O
EffexorXR.Post79.Sentence2	O O O O O O O O O O O O
EffexorXR.Post79.Sentence3	O O O O O
EffexorXR.Post79.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence5	O O O O O
EffexorXR.Post79.Sentence6	O O O O O O O O
EffexorXR.Post79.Sentence7	O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence8	O O O O O O O O O
EffexorXR.Post79.Sentence9	O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence10	O O O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence11	O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence12	O O O O O O O O O O O O O O O O
EffexorXR.Post79.Sentence13	O O O O O
EffexorXR.Post79.Sentence14	O O O O O O O O O
EffexorXR.Post79.Sentence15	O O O O O
EffexorXR.Post79.Sentence16	O O O O O
EffexorXR.Post79.Sentence17	O O O O O O O O O O
EffexorXR.Post80.Sentence1	B-AE I-AE O B-AE O O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O
EffexorXR.Post80.Sentence2	O O O O O O O O O O O O O O O
EffexorXR.Post80.Sentence3	O O O O O O O O O O O
EffexorXR.Post81.Sentence1	O O O O O O O O O O O O O
EffexorXR.Post81.Sentence2	O O O O O O O O O O O O O O O O
EffexorXR.Post82.Sentence1	B-AE O O O O O O O O O B-SSI O
EffexorXR.Post83.Sentence1	B-AE I-AE O B-AE O B-AE I-AE O B-AE O O O O O O O O O O B-AE I-AE O B-AE O O
EffexorXR.Post83.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O
EffexorXR.Post85.Sentence1	B-AE I-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O
cymbalta.Post2.Sentence1	B-AE I-AE O B-AE O B-AE O B-AE I-AE I-AE O B-AE I-AE O
cymbalta.Post2.Sentence2	O O O O O O O
cymbalta.Post2.Sentence3	O O O O
cymbalta.Post3.Sentence1	B-AE O B-AE O B-AE O B-AE O B-AE O B-AE O B-AE O
cymbalta.Post3.Sentence2	O O O O O O O O O O O O O O O O O
cymbalta.Post3.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post3.Sentence4	O O O O O O O O O O O O B-AE I-AE O O O O O O O O
cymbalta.Post3.Sentence5	O O O O O O O O O O O O
cymbalta.Post3.Sentence6	O O O O O O O O O O O O O O O O O O O
cymbalta.Post3.Sentence7	O O O O O O O O O
cymbalta.Post3.Sentence8	O O O O O O O O O B-AE I-AE I-AE O O O O B-AE I-AE I-AE O
cymbalta.Post3.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post3.Sentence10	O O O O O O O O O O O O O O O O O
cymbalta.Post3.Sentence11	O O O O O O O O O O O O O O
cymbalta.Post3.Sentence12	O O O O O O O O O O O O O O O O
cymbalta.Post4.Sentence1	B-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE O
cymbalta.Post4.Sentence2	O O O
cymbalta.Post4.Sentence3	O O O O O O O O O O O O O O O O O
cymbalta.Post4.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post4.Sentence5	O O O O O O O O O
cymbalta.Post5.Sentence1	B-AE I-AE O B-AE O B-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE O O B-AE I-AE O B-AE O
cymbalta.Post5.Sentence2	O O O O O O O O O O O O O O O O O O
cymbalta.Post5.Sentence3	O O O O O O O O O O O O O O O O O
cymbalta.Post5.Sentence4	O O O O O B-AE O O O B-AE I-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post5.Sentence5	O O B-AE I-AE O O O O O
cymbalta.Post5.Sentence6	O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O O B-AE I-AE I-AE O O
cymbalta.Post5.Sentence7	O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O
cymbalta.Post5.Sentence8	O O B-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post5.Sentence9	O O O O O O O O O O O O O O O O O O
cymbalta.Post5.Sentence10	O O O O O O
cymbalta.Post5.Sentence11	O O O O O
cymbalta.Post6.Sentence1	O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post6.Sentence2	O O O O O O O O O O O O O O O O
cymbalta.Post6.Sentence3	O O O O O O O O O O O O O O O O
cymbalta.Post6.Sentence4	O O O O O O O O O O O O O O
cymbalta.Post6.Sentence5	O O O O O O O O O O O B-SSI O O
cymbalta.Post6.Sentence6	O O O O O O O O O B-AE I-AE I-AE O
cymbalta.Post6.Sentence7	O O O O O O O O O O O O
cymbalta.Post6.Sentence8	O O O O O O O O O O O O O O O O O O
cymbalta.Post6.Sentence9	O O O O O O O O O O O O O O O O O O O B-AE I-AE O O O
cymbalta.Post6.Sentence10	O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post6.Sentence11	O O O O O O O O O O O O O
cymbalta.Post6.Sentence12	O B-AE I-AE I-AE I-AE I-AE O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post6.Sentence13	O O O O O O O O O
cymbalta.Post6.Sentence14	O O O O O O O O O O O
cymbalta.Post7.Sentence1	O O O O O O
cymbalta.Post7.Sentence2	B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O
cymbalta.Post7.Sentence3	O
cymbalta.Post7.Sentence4	O O O O O O
cymbalta.Post7.Sentence5	O O O O O
cymbalta.Post7.Sentence6	O O O O O O O O O O O O O O
cymbalta.Post8.Sentence1	B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O O O O O O O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O O O B-AE I-AE I-AE O
cymbalta.Post8.Sentence2	O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence4	O O O O O O O O O O B-AE I-AE I-AE O O
cymbalta.Post8.Sentence5	O O B-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE O O O O O
cymbalta.Post8.Sentence6	O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence7	O O O O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence8	O O O O O O O O O O
cymbalta.Post8.Sentence9	O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence10	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence11	O O O O O O O
cymbalta.Post8.Sentence12	O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence13	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post8.Sentence14	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence1	B-AE O B-AE I-AE O B-AE O B-AE I-AE O O O O O O O B-AE O B-AE O B-AE O B-AE I-AE I-AE O
cymbalta.Post9.Sentence2	O O B-AE O B-AE I-AE O B-AE I-AE O B-AE O
cymbalta.Post9.Sentence3	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence4	O O O O O O O O O O O O O O
cymbalta.Post9.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence6	O O O O O O O O O O
cymbalta.Post9.Sentence7	O O O O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence8	O O O O O O O
cymbalta.Post9.Sentence9	O O O O O O O O O O O O O
cymbalta.Post9.Sentence10	O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence11	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post9.Sentence12	O O O O O O O O O O
cymbalta.Post9.Sentence13	O O O O O O O O O O O O O O O O
cymbalta.Post10.Sentence1	O O O O O O O O O O B-SSI O
cymbalta.Post10.Sentence2	O O O O O O O O O O
cymbalta.Post10.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post10.Sentence4	B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post10.Sentence5	O B-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post10.Sentence6	B-AE I-AE I-AE I-AE O
cymbalta.Post10.Sentence7	O O O B-AE I-AE O
cymbalta.Post10.Sentence8	O O O O O O O O O O O
cymbalta.Post10.Sentence9	O O O O O O O O O O O O O
cymbalta.Post11.Sentence1	B-AE I-AE O B-AE I-AE O O B-AE O B-AE O B-AE O B-AE O B-AE I-AE O
cymbalta.Post11.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence3	O O O O O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence4	O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence5	O O O O O
cymbalta.Post11.Sentence6	O O
cymbalta.Post11.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence8	O O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence9	O O
cymbalta.Post11.Sentence10	O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post11.Sentence11	O O O
cymbalta.Post11.Sentence12	O O O O
cymbalta.Post11.Sentence13	O O O O O O O O O O
cymbalta.Post11.Sentence14	O O O O O O O O
cymbalta.Post11.Sentence15	O O O O B-SSI O
cymbalta.Post12.Sentence1	B-AE I-AE I-AE I-AE I-AE O O O
cymbalta.Post12.Sentence2	O O O O O O O
cymbalta.Post12.Sentence3	B-AE I-AE I-AE O B-AE I-AE I-AE O
cymbalta.Post12.Sentence4	O O O O O O O O O O O O O
cymbalta.Post12.Sentence5	O O O O O B-AE I-AE O B-AE I-AE I-AE O
cymbalta.Post12.Sentence6	O B-AE I-AE I-AE O B-AE I-AE O O O O O O O O O O O
cymbalta.Post12.Sentence7	O O O O O O
cymbalta.Post12.Sentence8	O O O O O O O O O O O
cymbalta.Post12.Sentence9	O O O O O O O O
cymbalta.Post12.Sentence10	O O O O O O O O O O
cymbalta.Post12.Sentence11	O O O O O O O O O O O
cymbalta.Post12.Sentence12	O O O O O
cymbalta.Post12.Sentence13	O O O O O O O O O
cymbalta.Post13.Sentence1	B-AE I-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post13.Sentence2	O O
cymbalta.Post14.Sentence1	O O O O O O O O O
cymbalta.Post14.Sentence2	O O O O O O O B-AE I-AE I-AE I-AE O O B-AE O
cymbalta.Post14.Sentence3	O O O O O O O O O
cymbalta.Post14.Sentence4	O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post14.Sentence5	O O O O O O O
cymbalta.Post14.Sentence6	O O O O O O O O O O O
cymbalta.Post14.Sentence7	O O O O O O O O O O O O O
cymbalta.Post15.Sentence1	O O
cymbalta.Post16.Sentence1	B-AE I-AE O O O O O O O O O O B-AE O B-AE I-AE I-AE I-AE O B-AE I-AE O
cymbalta.Post16.Sentence2	O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post16.Sentence3	O B-AE I-AE I-AE O O O O O O O O O O O O
cymbalta.Post16.Sentence4	O O O B-AE I-AE O O O B-AE I-AE I-AE I-AE I-AE O
cymbalta.Post16.Sentence5	O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post16.Sentence6	O O O O O O O O O B-SSI O O O O O O O O O
cymbalta.Post17.Sentence1	O O O O O O O O O O O O O O
cymbalta.Post17.Sentence2	O O O
cymbalta.Post17.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence5	O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence6	O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence7	O O O O O O O O O O
cymbalta.Post17.Sentence8	O O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence10	O O O O O O O O O O O O
cymbalta.Post17.Sentence11	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence12	O O O O O O O O O O O
cymbalta.Post17.Sentence13	O O O
cymbalta.Post17.Sentence14	O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence15	O O O O O O O O O O O O O O O O O
cymbalta.Post17.Sentence16	O O O O O O O O
cymbalta.Post18.Sentence1	B-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE O
cymbalta.Post18.Sentence2	O O O O O O O O
cymbalta.Post18.Sentence3	O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
cymbalta.Post18.Sentence4	O O O O O
cymbalta.Post18.Sentence5	O O O O O O O
cymbalta.Post18.Sentence6	O O O O O O O
cymbalta.Post18.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O
