ID	SENTENCE
EffexorXR.Post47.Sentence1	While on the medication I would experience painful shocks through out my body when I would miss a dose even by an hour.
EffexorXR.Post47.Sentence2	These shocks radiated from my forehead, to my teeth, and then the rest of the way down my body .
EffexorXR.Post47.Sentence3	They were so bad I would involuntarily turn my head .
EffexorXR.Post47.Sentence4	My depression never got better while on this.
EffexorXR.Post47.Sentence5	I experienced weight gain and loss of sex drive .
EffexorXR.Post47.Sentence6	When I finally went to the doctor and demanded to be taken off of Effexor she started to slowly decrease the dose.
EffexorXR.Post47.Sentence7	Even cutting the dose in half caused me to have SEVERE shocks all day long.
EffexorXR.Post47.Sentence8	When I went down to taking none the withdrawl effects were so bad.
EffexorXR.Post47.Sentence9	During the first week I could not be around my 4 year old son because of extreme anger!
EffexorXR.Post47.Sentence10	For the first two weeks I could not drive and could barely leave my bed.
EffexorXR.Post47.Sentence11	I constantly felt like the room was spinning.
EffexorXR.Post47.Sentence12	After about six weeks the withdrawl effects decreased.
EffexorXR.Post47.Sentence13	I have been off of Effexor for about nine months and I still experience withdrawl effects atleast once a week.
EffexorXR.Post47.Sentence14	I swear these shock effects never go away!
EffexorXR.Post47.Sentence15	I would never recommend this medication to anyone.
EffexorXR.Post47.Sentence16	It nearly ruined my life.
EffexorXR.Post47.Sentence17	Please use serious caution with this medication.
EffexorXR.Post47.Sentence18	Feel free to email me, I have been through it all with Effexor.
EffexorXR.Post47.Sentence19	(Also, I am now on Elavil and it has helped me more than anything my doctor's have ever tried.)
EffexorXR.Post48.Sentence1	Only fatigue and sexual side effects while taking it, during withdrawal I have shortness of breath, dizziness, light headedness, brain zaps, bouts of nausia, sweating, very strange dreams, some nightmares, mood swings, and lots of drowsiness.
EffexorXR.Post48.Sentence2	I know this drug has helped some people, but I only hope you know about the withdrawal before you go on it.
EffexorXR.Post48.Sentence3	I trusted my doctor of 13 years and just started taking it on her recommendation.
EffexorXR.Post48.Sentence4	I was only mildly depressed and had I known then what I know now about the withdrawals I never would have taken this.
EffexorXR.Post48.Sentence5	I have missed so much work because I can't even drive most days, let alone function in an office.
EffexorXR.Post48.Sentence6	I went from 75mg to 37.5 mg for a week, then 37.5mg every other day for 2 weeks .
EffexorXR.Post48.Sentence7	what a roller coaster that was .
EffexorXR.Post48.Sentence8	good day, bad day, good day, etc.
EffexorXR.Post48.Sentence9	I have been completely off for 3 days and have had NO improvement in my withdrawal symptoms.
EffexorXR.Post48.Sentence10	I am so miserable at this stage that I'm worse off than when I started taking this by far.
EffexorXR.Post48.Sentence11	I wish you all the best.
EffexorXR.Post49.Sentence1	WORST WITHDRAWAL EVER.
EffexorXR.Post49.Sentence2	I've been on anti-depressants for at least 5years, and I've tried multiple ones but by far effexor was the worst.
EffexorXR.Post49.Sentence3	Yea it helped during the time I took it.
EffexorXR.Post49.Sentence4	But if I missed a dose I got those "brain zaps", and I just felt in a fog not myself at all.
EffexorXR.Post49.Sentence5	But when I came off it was the WORST experience I felt like I was in withdrawal from a hardcore drug.
EffexorXR.Post49.Sentence6	Brain zaps constantly, the shakes, sweating, nightmares, anxiety, muscle spasms, and crying spells, Don't take effexor its not worth the risk of a horrible withdrawal.
EffexorXR.Post49.Sentence7	It has a half life of 5hours, that's why you feel so crummy after missing one dose.
EffexorXR.Post49.Sentence8	awful awful medication.
EffexorXR.Post50.Sentence1	Suicidal thoughts and attempts, Dreadful withdrawal-nearly ruined my life and continues to be a huge problem.
EffexorXR.Post50.Sentence2	I cannot get off this drug but i cannot stay on it either, Pure poison!
EffexorXR.Post51.Sentence1	extreme fatigue , lack of motivation , wanting to sleep / rest all the time , sweating , hot flashes , weight gain , headaches , short term memory lapses electric shock/brain zap feelings with even 1 missed dose.
EffexorXR.Post51.Sentence2	If I could go back, there's no way I'd let a doctor push me into taking this drug.
EffexorXR.Post51.Sentence3	I took zoloft for years with no problems.
EffexorXR.Post51.Sentence4	Then after two stillbirths, I let my doctor push me into switching to effexor.
EffexorXR.Post51.Sentence5	The side effects have been terrible.
EffexorXR.Post51.Sentence6	Trying to wean off is even worse-the withdrawls are brutal.
EffexorXR.Post51.Sentence7	I have insisted on stopping the effexor, and now the doctor is pushing pristiq (the "new and improved" effexor).
EffexorXR.Post51.Sentence8	I have declined and will be trying the zoloft again.
EffexorXR.Post52.Sentence1	severe constipation , weight gain , nightmares , hypothyroidism , and another.
EffexorXR.Post52.Sentence2	I continued to take effexor until I found the information about the
EffexorXR.Post53.Sentence1	Coming off this drug after 10 yrs is HELL!
EffexorXR.Post53.Sentence2	Doctors dont warn you about this when throwing you on it, My advice, dont do it!
EffexorXR.Post53.Sentence3	It's simply a cover up your feelings drug,seriously, don't take it!
EffexorXR.Post53.Sentence4	Crying , brain zaps , nausea , vomiting , serious mood swings,ect.
EffexorXR.Post53.Sentence5	no sex drive , weight gain , o
EffexorXR.Post54.Sentence1	anxiety , o
EffexorXR.Post55.Sentence1	Felt like on an LSD badtrip, but way worse.
EffexorXR.Post55.Sentence2	Made me even more suicidal .
EffexorXR.Post55.Sentence3	Its can be a very dangerous drug for those who have an intolerance to it.
EffexorXR.Post56.Sentence1	Inability to gain an erection without significant physical stimulation from partner; even then, orgasm was infrequent.
EffexorXR.Post56.Sentence2	I began to get twitches that felt like bodily electricity , which was not only startling and uncomfortable, but also led to me developing an incapacitating social anxiety that used to be only nominal, and i still retain a modified form of the latter two side effects to this day (it's been a year and a half).
EffexorXR.Post56.Sentence3	I firmly believe that it should not be approved for medical use unless some method of effective test is made to make sure that it won't worsen your state while you're on it, but even more importantly, after you get off of it.
EffexorXR.Post56.Sentence4	I had to begin taking a different prescription (Lamictal) to counteract the side effects that it gave me for a couple months longer than I was on Effexor XR, and now they are TOLERABLE, but I still feel a social anxiety unlike anything I'd ever experience before.
EffexorXR.Post56.Sentence5	When I get nervous (which is often) my body will literally move in coordination with other people's bodies.
EffexorXR.Post56.Sentence6	I used to describe it as if vague, kind of abstracted strings were pulling me and everyone else around me in accordance with eachother .
EffexorXR.Post56.Sentence7	When I told my doctor that he most likely misunderstoof and thought I was exhibiting schizophreniform symptoms, when in reality, I didn't believe in any of it, it was merely the only way I could describe the sensation.
EffexorXR.Post57.Sentence1	I was a ZOMBIE !
EffexorXR.Post57.Sentence2	Looked like I could have been in "Night of the Living Dead", Never, never, never again.
EffexorXR.Post58.Sentence1	Started off feeling great, a few months later- terrible!
EffexorXR.Post58.Sentence2	Totally numb , couldn't summon any feelings , even toward my partner.
EffexorXR.Post58.Sentence3	Put on a huge amount of weight , Constantly constipated , Not motivation .
EffexorXR.Post58.Sentence4	Exhaustion that was so bad I couldn't get out of bed .
EffexorXR.Post58.Sentence5	Panic attacks came back.
EffexorXR.Post58.Sentence6	Am now tapering off and it's hell.
EffexorXR.Post58.Sentence7	Wish I never started, o
EffexorXR.Post59.Sentence1	Horrible insomnia , shakes , the " brain shivers " many talk about, and I couldn't sit still .
EffexorXR.Post59.Sentence2	I lost over 50 lbs in the last 6 months just from lack of eating or throwing up what I did eat.
EffexorXR.Post59.Sentence3	The doctor knew I was on Steroid inhalers and a smoker when not pregnant, but did nothing when my blood pressure skyrocketed but double my dose.
EffexorXR.Post59.Sentence4	I had to stop working because I work in Tech/IT and I couldn't stare at a computer screen or focus my eyes without becoming violently nauseous , Horrible vertigo .
EffexorXR.Post59.Sentence5	I felt like I was always in a bad hash high and scarily disconnected from my body .
EffexorXR.Post59.Sentence6	I started S/I again for the first time in years while on Effexor.
EffexorXR.Post59.Sentence7	It all finally came to a hilt after not taking 2 doses under doctors orders New Years Eve because I knew I would be drinking.
EffexorXR.Post59.Sentence8	Full blown hallucinations .
EffexorXR.Post59.Sentence9	slipped into a dissociative episode and called the cops on my husband thinking he was a boyfriend who died almost 10 years ago and trying to kill me.
EffexorXR.Post59.Sentence10	When I told the doctor about the episode,.
EffexorXR.Post59.Sentence11	The doctor put me on Effexor after miscarrying in my 5th month of pregnancy, but did not prescribe any kind of Grief Therapy.
EffexorXR.Post60.Sentence1	always tired but cannot sleep at night , i wake up every hour .
EffexorXR.Post60.Sentence2	have to take sleeping pills with it.
EffexorXR.Post60.Sentence3	no desire to have sex , cannot orgasim, currently hurts to have sex .
EffexorXR.Post60.Sentence4	nausea in the morning , hot all the time all day long , long very detailed dream s like watching a movie, shortness of breath , fatigue , some night sweats , not feeling happy or sad , just dont care , at first was in a good mood no irritability but currently having mood swings , o
EffexorXR.Post61.Sentence1	Please do not take this drug, I started taking it for depression and after just 5 days my hair has fallen out at the front I now have a huge bald patch .
EffexorXR.Post61.Sentence2	It should be banned.
EffexorXR.Post61.Sentence3	One of the side effects is Alopecia .
EffexorXR.Post61.Sentence4	I have thick long dark hair and am devastated, Horrible drug.
EffexorXR.Post61.Sentence5	I have since read a lot and found many people experiencing hair loss, some now are having to wear hair pieces or wigs.
EffexorXR.Post62.Sentence1	Hypertension .
EffexorXR.Post62.Sentence2	Extreme anxiety attacks lasting for 3 full days and nights .
EffexorXR.Post62.Sentence3	after only 3 x 75mg tablets of effexor xr.
EffexorXR.Post62.Sentence4	I have been on Avanza (60mg) for about 18 months, and the doctor recently recommended adding 75mg of Efexor in the morning, and reducing the Avanza to 30mg at night, First day (Wednesday) was fine, second day (Thursday) i started getting anxiety attacks every couple of hours, leading up to around lunchtime when i found myself to be extremely agitated and in a permanent state of anxiety , the likes of which i have never experienced before .
EffexorXR.Post62.Sentence5	shakes , very panicky , extremely agitated and nervous , etc.
EffexorXR.Post62.Sentence6	Friday i was in two minds about taking the pill, but did it anyway, and the anxiety just didn't stop .
EffexorXR.Post62.Sentence7	I have not taken the effexor since Friday morning, it is now Monday and i am JUST starting to lose the anxiousness , not to mention the feeling of total exhaustion and loss of sleep .
EffexorXR.Post62.Sentence8	It was that bad that i basically have hidden all weekend, didn't answer the phone and was very apprehensive about even going downstairs to do the washing.
EffexorXR.Post62.Sentence9	At least i finally managed to get some sleep last night, with the help of 2 stillnox tablets.
EffexorXR.Post62.Sentence10	For me this drug has been shit and i will never take it again.
EffexorXR.Post62.Sentence11	The side effects are easily found on the net, so if you are a first timer, be wary of the side effects.
EffexorXR.Post63.Sentence1	Gained 50 pounds when I have never been overweight in my life.
EffexorXR.Post63.Sentence2	Also had no sexual desire .
EffexorXR.Post63.Sentence3	After I quit, I have started losing weight and I have gone into a sexual frenzy!
EffexorXR.Post64.Sentence1	felt like i was inside screaming and nobody could hear me, teeth grinding , sweating like mad , hot hot hot , weight gain , headaches and general feeling of tiredness .
EffexorXR.Post64.Sentence2	At first it was ok, and then once i got on the 75 mg a day, it really changed, nausea feeling , hadache, no sex drive .
EffexorXR.Post64.Sentence3	i felt as if i needed to be doing something all of the time .
